indice_tiempo,indice_precios_exportacion,var_mensual_porcentaje,var_anual_porcentaje,indice_precios_importacion,var_porcentaje_precio_1,var_porcentaje_precio_2,indice_terminos_intercambio,var_porcentaje_terminos_intercambio_1,var_porcentaje_terminos_intercambio_2
2014-04-01,195.2,3.2258064516129004,0.411522633744843,143.6,2.061122956645356,-2.907369844489527,135.98773210236862,1.1158155927541324,3.4862662723387006
2014-07-01,184.7,-5.3790983606557425,-1.9639065817409818,140.1,-2.4373259052924756,0.4301075268817067,131.86689882489952,-3.0302978171347306,-2.504286744728146
2014-10-01,173.6,-6.00974553329724,-5.805751492132405,136.4,-2.640970735189141,-1.1594202898550732,127.26057577768604,-3.493160973877163,-4.771834959876953
2015-01-01,166.6,-4.0322580645161255,-11.898466419883658,128.9,-5.498533724340171,-8.386638237384492,129.2449353338353,1.5592885259420486,-3.8978969244396033
2015-04-01,157.1,-5.702280912364943,-19.518442622950815,129.1,0.15515903801395226,-10.097493036211702,121.73967770554374,-5.807003275529299,-10.477455706150952
2015-07-01,155.6,-0.9548058561425821,-15.755278830536001,123.5,-4.337722695584811,-11.848679514632398,126.10747732075497,3.5878192693887145,-4.367602146913496
2015-10-01,150.4,-3.3419023136246673,-13.364055299539167,116.6,-5.587044534412955,-14.516129032258075,129.04919799556225,2.3327091599215866,1.4054802180062387
2016-01-01,143.7,-4.454787234042568,-13.745498199279716,111.7,-4.202401372212683,-13.343677269200938,128.64816472694716,-0.310759985218112,-0.46173616424248776
2016-04-01,147.1,2.366040361865007,-6.365372374283895,110.5,-1.07430617726052,-14.407436096049576,133.12217194570135,3.477707768509708,9.349863951249215
2016-07-01,155.6,5.778382053025144,0.0,111.5,0.9049773755656076,-9.716599190283404,139.55156950672645,4.829697012190848,10.660820810629957
2016-10-01,152.8,-1.7994858611825038,1.5957446808510634,113.1,1.4349775784753271,-3.0017152658662116,135.10167992926617,-3.188706220352322,4.69005776689293
2017-01-01,151.9,-0.5890052356021025,5.7063326374391155,116.4,2.917771883289144,4.207699194270376,130.498281786942,-3.4073581799533015,1.4381216117009155
2017-04-01,152.0,0.06583278472678256,3.331067301155688,119.7,2.8350515463917425,8.325791855203612,126.984126984127,-2.692874384777244,-4.610835950060954
